DropID,annotatedBy,scientificName,maxinterval,DepthStrata,Created By,NotesDeployment,LinkToVideoFile,SamplingEnd,SurveyID,id,EventTimeEnd,SiteID,fps,ReplicateWithinSite,EventDate,EventTimeStart,fileName,duration,RecordedBy,IsBadDeployment,NZMHCS_Abiotic,Weather,TideLevel,SamplingStart,DepthDeployment,UnderwaterVisibility,NZMHCS_Biotic,SiteExposure,Longitude,ControlToMR02,SiteCode,ProtectionStatus,ControlToMR03,Latitude,geodeticDatum,ControlToMR01,countryCode,ProtectionStatusDetails,IsControlSite,Region,LinkToMarineReserve,SiteName,schema_site_id,SurveyName,RecordType,SurveyType,ContractorName,CameraModel,BUVType,OfficeContact,BaitSpecies,Vessel,SurveyVerbatim,RightsHolder,IsLongTermMonitoring,StratifiedBy,DateEntry,LinkToOriginalData,SurveyStartDate,FishMultiSpecies,SurveyLeaderName,BaitAmount,EncoderName,LinkReport01,ContractNumber,IsMoreHabitatData,LensModel,SiteSelectionDesign,SurveyLocationAcronym,species_id,aphiaID,commonName,taxonRank,Targeted,DOC_TaxonID
HOR_20211122_BUV_0013,expert,Squalus acanthias,2.0,,Victor Anton,,horoirangi-buv-2021/HOR_051/HOR_051_03_12_2021.mp4,1800.0,HOR_20211122_BUV,415,9:12:00 am,HOR_051_21,60.0,1.0,23/11/2021,8:40:00 am,HOR_051_03_12_2021.mp4,2342.0,Kiara Duke,False,"[""SLT""]",0.1-0.5m_Swell,Low_Slack,0.0,26.0,Fair,"[""Bar""]",Exposed,173.40682,,HMR 51,No protection,,-41.13974,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,Pepin Island,218,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,12.0,"105,923",Spiny dogfish,species,Yes,163.0
HOR_20211122_BUV_0013,expert,Thyrsites atun,,,Victor Anton,,horoirangi-buv-2021/HOR_051/HOR_051_03_12_2021.mp4,1800.0,HOR_20211122_BUV,415,9:12:00 am,HOR_051_21,60.0,1.0,23/11/2021,8:40:00 am,HOR_051_03_12_2021.mp4,2342.0,Kiara Duke,False,"[""SLT""]",0.1-0.5m_Swell,Low_Slack,0.0,26.0,Fair,"[""Bar""]",Exposed,173.40682,,HMR 51,No protection,,-41.13974,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,Pepin Island,218,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,53.0,"219,697",Barracouta,species,Yes,97.0
HOR_20211122_BUV_0013,expert,unknown,,,Victor Anton,,horoirangi-buv-2021/HOR_051/HOR_051_03_12_2021.mp4,1800.0,HOR_20211122_BUV,415,9:12:00 am,HOR_051_21,60.0,1.0,23/11/2021,8:40:00 am,HOR_051_03_12_2021.mp4,2342.0,Kiara Duke,False,"[""SLT""]",0.1-0.5m_Swell,Low_Slack,0.0,26.0,Fair,"[""Bar""]",Exposed,173.40682,,HMR 51,No protection,,-41.13974,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,Pepin Island,218,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,,,,,,
HOR_20211122_BUV_0013,expert,Chelidonichthys kumu,2.0,,Victor Anton,,horoirangi-buv-2021/HOR_051/HOR_051_03_12_2021.mp4,1800.0,HOR_20211122_BUV,415,9:12:00 am,HOR_051_21,60.0,1.0,23/11/2021,8:40:00 am,HOR_051_03_12_2021.mp4,2342.0,Kiara Duke,False,"[""SLT""]",0.1-0.5m_Swell,Low_Slack,0.0,26.0,Fair,"[""Bar""]",Exposed,173.40682,,HMR 51,No protection,,-41.13974,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,Pepin Island,218,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,48.0,"218,122",Red gurnard,species,Yes,105.0
HOR_20211122_BUV_0013,expert,Chrysophrys auratus,1.0,,Victor Anton,,horoirangi-buv-2021/HOR_051/HOR_051_03_12_2021.mp4,1800.0,HOR_20211122_BUV,415,9:12:00 am,HOR_051_21,60.0,1.0,23/11/2021,8:40:00 am,HOR_051_03_12_2021.mp4,2342.0,Kiara Duke,False,"[""SLT""]",0.1-0.5m_Swell,Low_Slack,0.0,26.0,Fair,"[""Bar""]",Exposed,173.40682,,HMR 51,No protection,,-41.13974,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,Pepin Island,218,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,,,,,,
HOR_20211122_BUV_0013,expert,Trachurus novaezelandiae,3.0,,Victor Anton,,horoirangi-buv-2021/HOR_051/HOR_051_03_12_2021.mp4,1800.0,HOR_20211122_BUV,415,9:12:00 am,HOR_051_21,60.0,1.0,23/11/2021,8:40:00 am,HOR_051_03_12_2021.mp4,2342.0,Kiara Duke,False,"[""SLT""]",0.1-0.5m_Swell,Low_Slack,0.0,26.0,Fair,"[""Bar""]",Exposed,173.40682,,HMR 51,No protection,,-41.13974,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,Pepin Island,218,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,77.0,"273,304",Jack mackerel,species,Yes,98.0
HOR_20211122_BUV_0013,expert,Seriola lalandi,,,Victor Anton,,horoirangi-buv-2021/HOR_051/HOR_051_03_12_2021.mp4,1800.0,HOR_20211122_BUV,415,9:12:00 am,HOR_051_21,60.0,1.0,23/11/2021,8:40:00 am,HOR_051_03_12_2021.mp4,2342.0,Kiara Duke,False,"[""SLT""]",0.1-0.5m_Swell,Low_Slack,0.0,26.0,Fair,"[""Bar""]",Exposed,173.40682,,HMR 51,No protection,,-41.13974,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,Pepin Island,218,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,49.0,"218,436",Kingfish,species,Yes,91.0
HOR_20211122_BUV_0013,expert,Cephaloscyllium isabellum,,,Victor Anton,,horoirangi-buv-2021/HOR_051/HOR_051_03_12_2021.mp4,1800.0,HOR_20211122_BUV,415,9:12:00 am,HOR_051_21,60.0,1.0,23/11/2021,8:40:00 am,HOR_051_03_12_2021.mp4,2342.0,Kiara Duke,False,"[""SLT""]",0.1-0.5m_Swell,Low_Slack,0.0,26.0,Fair,"[""Bar""]",Exposed,173.40682,,HMR 51,No protection,,-41.13974,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,Pepin Island,218,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,,,,,,
HOR_20211122_BUV_0021,expert,Parapercis colias,,,Victor Anton,,horoirangi-buv-2021/HOR_050/HOR_050_03_12_2021.mp4,1800.0,HOR_20211122_BUV,414,11:36:00 am,HOR_050_21,60.0,1.0,23/11/2021,10:59:00 am,HOR_050_03_12_2021.mp4,2299.0,Kiara Duke,False,,0.1-0.5m_Swell,,0.0,18.0,,,Intermediate,173.40582,,HMR 50,No protection,,-41.15474,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,Cable Bay,217,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,95.0,"276,989",Blue cod,species,Yes,75.0
HOR_20211122_BUV_0021,expert,Squalus acanthias,1.0,,Victor Anton,,horoirangi-buv-2021/HOR_050/HOR_050_03_12_2021.mp4,1800.0,HOR_20211122_BUV,414,11:36:00 am,HOR_050_21,60.0,1.0,23/11/2021,10:59:00 am,HOR_050_03_12_2021.mp4,2299.0,Kiara Duke,False,,0.1-0.5m_Swell,,0.0,18.0,,,Intermediate,173.40582,,HMR 50,No protection,,-41.15474,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,Cable Bay,217,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,12.0,"105,923",Spiny dogfish,species,Yes,163.0
HOR_20211122_BUV_0021,expert,Thyrsites atun,,,Victor Anton,,horoirangi-buv-2021/HOR_050/HOR_050_03_12_2021.mp4,1800.0,HOR_20211122_BUV,414,11:36:00 am,HOR_050_21,60.0,1.0,23/11/2021,10:59:00 am,HOR_050_03_12_2021.mp4,2299.0,Kiara Duke,False,,0.1-0.5m_Swell,,0.0,18.0,,,Intermediate,173.40582,,HMR 50,No protection,,-41.15474,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,Cable Bay,217,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,53.0,"219,697",Barracouta,species,Yes,97.0
HOR_20211122_BUV_0021,expert,unknown,,,Victor Anton,,horoirangi-buv-2021/HOR_050/HOR_050_03_12_2021.mp4,1800.0,HOR_20211122_BUV,414,11:36:00 am,HOR_050_21,60.0,1.0,23/11/2021,10:59:00 am,HOR_050_03_12_2021.mp4,2299.0,Kiara Duke,False,,0.1-0.5m_Swell,,0.0,18.0,,,Intermediate,173.40582,,HMR 50,No protection,,-41.15474,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,Cable Bay,217,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,,,,,,
HOR_20211122_BUV_0021,expert,Chelidonichthys kumu,,,Victor Anton,,horoirangi-buv-2021/HOR_050/HOR_050_03_12_2021.mp4,1800.0,HOR_20211122_BUV,414,11:36:00 am,HOR_050_21,60.0,1.0,23/11/2021,10:59:00 am,HOR_050_03_12_2021.mp4,2299.0,Kiara Duke,False,,0.1-0.5m_Swell,,0.0,18.0,,,Intermediate,173.40582,,HMR 50,No protection,,-41.15474,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,Cable Bay,217,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,48.0,"218,122",Red gurnard,species,Yes,105.0
HOR_20211122_BUV_0021,expert,Chrysophrys auratus,,,Victor Anton,,horoirangi-buv-2021/HOR_050/HOR_050_03_12_2021.mp4,1800.0,HOR_20211122_BUV,414,11:36:00 am,HOR_050_21,60.0,1.0,23/11/2021,10:59:00 am,HOR_050_03_12_2021.mp4,2299.0,Kiara Duke,False,,0.1-0.5m_Swell,,0.0,18.0,,,Intermediate,173.40582,,HMR 50,No protection,,-41.15474,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,Cable Bay,217,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,,,,,,
HOR_20211122_BUV_0021,expert,Trachurus novaezelandiae,5.0,,Victor Anton,,horoirangi-buv-2021/HOR_050/HOR_050_03_12_2021.mp4,1800.0,HOR_20211122_BUV,414,11:36:00 am,HOR_050_21,60.0,1.0,23/11/2021,10:59:00 am,HOR_050_03_12_2021.mp4,2299.0,Kiara Duke,False,,0.1-0.5m_Swell,,0.0,18.0,,,Intermediate,173.40582,,HMR 50,No protection,,-41.15474,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,Cable Bay,217,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,77.0,"273,304",Jack mackerel,species,Yes,98.0
HOR_20211122_BUV_0021,expert,Seriola lalandi,,,Victor Anton,,horoirangi-buv-2021/HOR_050/HOR_050_03_12_2021.mp4,1800.0,HOR_20211122_BUV,414,11:36:00 am,HOR_050_21,60.0,1.0,23/11/2021,10:59:00 am,HOR_050_03_12_2021.mp4,2299.0,Kiara Duke,False,,0.1-0.5m_Swell,,0.0,18.0,,,Intermediate,173.40582,,HMR 50,No protection,,-41.15474,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,Cable Bay,217,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,49.0,"218,436",Kingfish,species,Yes,91.0
HOR_20211122_BUV_0021,expert,Cephaloscyllium isabellum,,,Victor Anton,,horoirangi-buv-2021/HOR_050/HOR_050_03_12_2021.mp4,1800.0,HOR_20211122_BUV,414,11:36:00 am,HOR_050_21,60.0,1.0,23/11/2021,10:59:00 am,HOR_050_03_12_2021.mp4,2299.0,Kiara Duke,False,,0.1-0.5m_Swell,,0.0,18.0,,,Intermediate,173.40582,,HMR 50,No protection,,-41.15474,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,Cable Bay,217,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,,,,,,
HOR_20211122_BUV_0031,expert,Parapercis colias,,,Victor Anton,,horoirangi-buv-2021/HOR_054/HOR_054_03_12_2021.mp4,1800.0,HOR_20211122_BUV,417,9:04:00 am,HOR_054_21,60.0,1.0,24/11/2021,8:26:00 am,HOR_054_03_12_2021.mp4,2408.0,Kiara Duke,False,"[""SLT""]",0.1-0.5m_Swell,Low_Slack,0.0,22.0,Fair,"[""Inv""]",Exposed,173.37083,,HMR 54,No protection,,-41.15674,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,Mackay Bluff,220,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,95.0,"276,989",Blue cod,species,Yes,75.0
